x,y,thetha
-2442.924561,534.450256,-0.007034686325911755
-2442.802979,534.723022,-0.009185626154557968
-2442.818359,534.487366,-0.00925353153612877
-2442.648682,534.516602,-0.009157122609214096
-2442.676025,534.506714,-0.008934788122347897
-2442.654541,534.527222,-0.008936548574010663
-2441.36084,539.044861,-0.02652067935300236
-2439.814697,542.251038,-0.014191510444365051
-2438.050781,542.620728,-0.005537910195650675
-2437.976318,542.621277,-0.005264313142719354
-2436.531006,566.465881,-0.011119170415005479
-2434.050049,600.255615,0.0020567205124963016
-2432.486572,626.077698,-0.0006244029268065351
-2431.587402,648.897888,-0.007006701178078395
-2431.696045,658.657104,-0.01275314219717181
-2432.219727,667.842712,-0.015471765168116118
-2432.901123,668.936707,-0.021295772541464454
-2432.889893,668.887329,-0.021767422458072748
-2433.684326,669.984985,-0.0188434545647335
-2433.787598,670.209045,-0.01698704622802707
