1.839999999999999969e-01,-3.689999999999999947e-01,1.439999999999999947e+00
1.910000000000000031e-01,-3.649999999999999911e-01,1.409999999999999920e+00
1.940000000000000058e-01,-3.629999999999999893e-01,1.399999999999999911e+00
2.059999999999999887e-01,-3.569999999999999840e-01,1.340000000000000080e+00
2.159999999999999976e-01,-3.529999999999999805e-01,1.310000000000000053e+00
2.240000000000000047e-01,-3.499999999999999778e-01,1.270000000000000018e+00
2.290000000000000091e-01,-3.479999999999999760e-01,1.239999999999999991e+00
2.349999999999999867e-01,-3.459999999999999742e-01,1.209999999999999964e+00
2.479999999999999982e-01,-3.430000000000000271e-01,1.169999999999999929e+00
2.530000000000000027e-01,-3.430000000000000271e-01,1.159999999999999920e+00
2.580000000000000071e-01,-3.449999999999999734e-01,1.070000000000000062e+00
2.620000000000000107e-01,-3.469999999999999751e-01,-1.350000000000000089e+00
2.660000000000000142e-01,-3.459999999999999742e-01,-1.610000000000000098e+00
2.720000000000000195e-01,-3.449999999999999734e-01,-2.700000000000000178e-01
2.770000000000000240e-01,-3.449999999999999734e-01,5.999999999999999778e-02
2.839999999999999747e-01,-3.459999999999999742e-01,-1.469999999999999973e+00
2.839999999999999747e-01,-3.459999999999999742e-01,-1.469999999999999973e+00
2.979999999999999871e-01,-3.519999999999999796e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.840000000000000080e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.850000000000000089e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.850000000000000089e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.850000000000000089e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.850000000000000089e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.850000000000000089e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.850000000000000089e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.850000000000000089e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.850000000000000089e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.850000000000000089e+00
2.979999999999999871e-01,-3.529999999999999805e-01,-1.850000000000000089e+00
