x,y,thetha
-2391.764648,543.258789,3.125268386398949
-2391.704102,542.485229,3.1228697417434828
-2391.759766,542.659119,3.123469600086251
-2391.771973,542.597839,3.1238611484584413
-2391.765869,542.613098,3.1235619849426444
-2392.215332,546.643433,3.134768194206782
-2390.046631,548.016174,3.12742955722048
-2388.223145,546.718079,3.1234585086989237
-2387.728271,545.47644,3.1215966755436697
-2386.928955,547.298523,3.119708007085409
-2360.391846,577.268738,3.116402114005903
-2322.515869,595.44928,3.1240469272215687
-2278.51001,606.163696,3.126074181677142
-2242.016846,604.311096,3.129959717013836
-2214.922852,601.288574,3.1350220412408847
-2193.781982,599.615601,-3.1351328669124063
-2193.333496,599.685242,-3.138465095875678
-2193.224854,597.36615,3.134228789778797
-2195.507324,599.32489,-3.128246354508742
-2193.531982,598.203186,3.1377215361144786
