x,y,thetha
-2392.04834,544.281311,3.1281736779918714
-2390.741699,543.160156,3.1190285401047104
-2391.261475,542.748596,3.120526640899189
-2391.314453,542.759766,3.1213425216181148
-2391.365967,542.775513,3.1218478996520056
-2392.001465,545.115479,3.1303665838347126
-2389.375488,548.504272,3.1253929821492257
-2387.147949,546.833069,3.1207836762409187
-2387.08374,545.516235,3.1187579295516232
-2384.246582,550.040466,3.1197937801706823
-2351.841309,581.863281,3.1154648720192712
-2309.486328,599.507812,3.1206919539805127
-2261.160889,608.288635,3.124643585597482
-2228.730225,603.526428,3.128636082767625
-2196.060791,589.884338,3.121629536128652
-2196.858398,596.684937,-3.133151837978604
-2193.410156,598.113342,3.1372866320850172
-2194.463379,598.954407,-3.137662902171525
-2194.024658,598.909912,-3.141291757106524
-2193.845215,598.982849,-3.140876940124502
