x,y,thetha
-2427.655029,524.665894,-0.010978046250194438
-2427.514893,524.130127,-0.012583986500444073
-2427.740723,524.19751,-0.011582658265795394
-2427.767578,524.209473,-0.01054303101047721
-2427.811279,524.186646,-0.011011827127013528
-2427.709473,527.734924,0.002700913606452305
-2425.305908,529.409058,-0.023110216628048366
-2423.186768,528.411133,-0.051549567981321494
-2423.263672,528.283752,-0.05451910640286484
-2423.012939,533.793579,-0.059998766865036926
-2420.187988,572.561462,-0.07424326632592891
-2418.519043,599.557556,-0.06749657874871362
-2417.302734,624.358093,-0.0635403072499283
-2416.784424,643.223877,-0.06847943345121783
-2417.179688,651.393433,-0.05912644912989974
-2417.367188,654.072144,-0.044700644533387485
-2418.535645,659.612854,-0.0010436055372538703
-2418.385986,660.580017,0.00432876200854035
-2418.033936,659.625427,-0.0041363968633417285
-2418.11792,659.332214,-0.006617715221782715
