x,y,thetha
-2442.770996,533.550476,-0.012290727823318439
-2442.692627,533.601562,-0.012943082310066002
-2442.825439,533.992554,-0.009664991560449827
-2442.831299,533.990173,-0.009653851725628944
-2442.718018,533.989136,-0.00959321603214675
-2442.77832,534.049194,-0.009974145272810183
-2442.679932,536.373291,-0.021674837514057736
-2440.41333,540.816711,-0.02449514638111412
-2438.123535,542.010986,-0.008527949547650711
-2438.003418,542.100708,-0.006642488581297792
-2436.449463,545.7854,-0.0066521223041171315
-2407.685059,581.657104,0.006970915920818644
-2370.420166,602.243896,0.004639686940286949
-2326.296875,616.951416,0.0077969171359701704
-2289.911377,617.551819,0.0039741010994343
-2263.320312,616.545288,-1.2422086190840578e-05
-2243.708008,609.767944,0.0012170276046219886
-2243.348389,609.705444,-0.0020598720727066783
-2243.314209,609.757812,-0.0024778062229405392
-2243.038818,609.861206,0.0013922357987596688
