x,y,thetha
-2442.735107,533.706116,-0.011789665594693011
-2442.532227,534.104248,-0.011397129690573757
-2442.648926,534.124146,-0.010294184220626878
-2442.667725,534.120361,-0.010127961164497908
-2442.66626,534.1297,-0.010578377145375554
-2442.653076,534.241211,-0.010454638149688422
-2441.443359,538.626282,-0.028763188963180628
-2439.770752,541.654297,-0.01476636463043587
-2437.863281,542.189758,-0.0064268566257589125
-2437.908203,542.181396,-0.006416293799109366
-2430.649658,552.665283,-0.011529578460425348
-2400.276367,586.226562,0.008493742857356658
-2362.225586,605.638855,0.006544136380955537
-2319.58374,618.656555,0.008955505830167068
-2287.11499,616.992371,0.006135541791693812
-2260.593262,615.794312,0.0060578244762783135
-2243.552002,609.778748,0.0021075994161078872
-2243.135498,609.699829,-0.0023309355063116004
-2243.223389,609.773926,-0.003219537417556095
-2242.766846,609.94696,8.773337663516213e-05
