x,y,thetha
-2392.052979,544.707153,3.1241632380758513
-2391.572266,544.121887,3.1235014622325994
-2391.910889,543.991272,3.125740990190503
-2391.932129,543.987244,3.1257400488252314
-2391.970947,544.029785,3.125649170328245
-2392.254395,546.747314,3.134276068701789
-2390.2771,549.934509,3.1335773522540515
-2388.932617,548.785583,3.1262097370762514
-2387.937256,547.13855,3.1233484109482026
-2397.366211,555.270996,3.1219303265763148
-2463.091553,580.745911,3.116458366417277
-2530.473389,581.031738,3.115504589430933
-2584.17749,568.490417,3.1133604888844113
-2596.849121,570.662415,3.102454482102413
-2597.330566,571.583069,3.1033838258458473
-2594.577637,569.608521,3.096668223068751
-2595.70166,570.726746,3.1007380998446443
-2595.945312,570.87146,3.1017027113626536
-2595.932617,570.828613,3.1022199217673276
-2595.946289,570.823975,3.10208132684726
