x,y,thetha
-2391.6604,544.080017,3.1233638182650383
-2391.457764,544.00885,3.12221700228794
-2391.614746,543.739868,3.1224124234808848
-2391.590332,543.80249,3.1225067736004357
-2391.688232,543.814941,3.1234339202987758
-2392.132568,547.37207,3.1341537946561986
-2389.450439,548.808105,3.1233921430568694
-2387.230469,546.611633,3.1206478838606557
-2387.140381,546.249756,3.1211967600824
-2380.202637,556.777405,3.1188477747039247
-2345.433594,586.221802,3.1184660315482056
-2300.798828,602.55365,3.1246901163619785
-2252.35376,607.924622,3.1262193553805933
-2221.482422,603.411987,3.130295232346403
-2195.163574,598.780579,-3.132341389184916
-2192.772461,599.380981,3.1376173260679723
-2195.2771,598.803772,-3.1390824745704906
-2194.525879,599.210938,-3.138947830655187
-2193.83252,599.193604,3.14076097087599
-2193.798584,599.266541,3.140821666096167
