x,y,thetha
-2391.362305,544.370178,3.1239809399851928
-2391.486816,543.880432,3.1251683420494727
-2391.524902,543.81897,3.1251848999511926
-2391.605469,543.768799,3.126031943507501
-2391.669434,544.632446,3.127519422499208
-2390.464111,549.252502,3.1273705323831407
-2388.873779,548.232666,3.1248083966536826
-2387.578125,546.579773,3.1236778604943787
-2387.451416,547.244995,3.1224671840128515
-2385.238281,581.875366,3.1225582031478285
-2383.038086,610.757385,3.1167461877761666
-2381.91333,636.324585,3.113902582033504
-2380.961426,658.34845,3.116174618481034
-2381.243164,667.212036,3.1176479831372452
-2381.516357,673.108765,3.1198962780213733
-2382.567139,678.571411,3.1270183770717885
-2381.963867,678.545776,3.122771440859796
-2380.529297,680.207031,3.121386597973501
-2381.544678,680.461304,3.129604985025628
-2381.394531,680.535706,3.1286822565607153
