x,y,thetha
-2427.538818,525.65271,-0.005735585861022755
-2427.547119,525.403625,-0.005752309460795705
-2427.411133,524.894104,-0.005984896009630767
-2427.454102,524.875305,-0.001679253325054073
-2427.49292,524.894226,-0.0013312524259975079
-2427.493652,524.905945,-0.0012825341335014671
-2427.008057,529.048035,0.014100806966688787
-2425.133057,530.981323,-0.011020382248583946
-2423.275146,530.087036,-0.039112529815428385
-2423.218262,530.032471,-0.0393480566128503
-2419.032227,536.345703,-0.034771777759295415
-2390.025879,569.504028,-0.06941207813995692
-2352.470947,589.115723,-0.06366671340475616
-2309.133545,601.866028,-0.06608851541486425
-2276.151367,600.63385,-0.04173745160653094
-2248.678467,597.728516,-0.03415233606337357
-2235.158691,594.803833,0.020381595402878552
-2234.795654,594.803955,0.01855286754129418
-2234.756348,594.765198,0.017891355576733138
-2234.769775,594.775085,0.01822460693003456
