x,y,thetha
-2427.231689,524.682678,-0.005291287516220199
-2427.679199,525.203796,-0.010681176908582942
-2427.649658,525.212341,-0.006156203698800717
-2427.700195,525.198547,-0.00518342752378337
-2427.713623,525.219116,-0.005803136636031454
-2427.689209,525.214783,-0.006328705566908289
-2427.616211,529.613403,0.01750804208369972
-2425.681396,531.211609,0.004428258337599629
-2424.553467,530.931274,-0.019047227592193305
-2423.63208,530.068054,-0.03868377070351628
-2423.69165,530.046082,-0.03912381980260514
-2451.178711,547.803833,-0.06325746200553753
-2507.258545,558.688599,-0.06436011108088881
-2556.697998,553.011047,-0.0476124256303249
-2592.991455,543.394104,-0.03741103920760882
-2617.919922,532.573547,-0.03602604468272339
-2618.443359,536.480896,-0.022798520441111435
-2618.931641,535.958191,-0.019716985715489254
-2618.611816,536.27063,-0.021803626687756077
-2618.302979,536.00885,-0.024784467958128543
