x,y,thetha
-2427.041504,523.854553,-0.008052927887298594
-2427.769775,524.946167,-0.0018147368456125838
-2427.751221,524.961243,-0.002068169263635513
-2427.825684,524.980591,-0.0011981717017248298
-2427.820312,524.970398,-0.0016758146015274063
-2427.64209,525.619263,-0.0012926795710529893
-2426.257568,529.789734,0.01792065158510102
-2425.317871,530.572021,-0.01573296591478337
-2423.769287,529.506714,-0.0402353229515378
-2423.731445,529.478455,-0.04021166007296346
-2436.330078,538.902588,-0.0408323641144542
-2488.250244,556.611877,-0.06485233927056404
-2547.463135,554.731079,-0.045830965607581625
-2584.662598,546.069641,-0.040787699102470806
-2617.453613,530.42395,-0.04015059820066588
-2618.192139,534.602539,-0.026123821173668293
-2618.101807,534.712524,-0.025043582111246836
-2618.057617,534.891235,-0.024489795589131978
-2617.673584,534.825439,-0.027024663300570063
-2617.958984,534.90448,-0.02577580755621377
