x,y,thetha
-2427.075439,524.051636,-0.008403605863577385
-2427.653809,525.272095,-0.002364208226441449
-2427.990967,525.31189,0.00014621660335545442
-2428.03125,525.32019,0.0003712898505436732
-2428.010498,525.318909,0.00037441276900909964
-2427.969482,525.313049,0.0010676574746040267
-2427.489502,528.960693,0.01579232510183618
-2425.866943,531.237854,0.008373963984375819
-2424.731934,530.99823,-0.018582325561178364
-2423.687988,529.931458,-0.0392581582544994
-2423.690186,529.985657,-0.039756068651425606
-2452.076416,547.974243,-0.061565271887691286
-2510.756836,558.862305,-0.061308386212678215
-2561.763184,552.101135,-0.04422973894807245
-2601.640381,539.200928,-0.03260751617036618
-2619.375244,536.846375,-0.01929061566013363
-2618.63623,535.490723,-0.021309867870087103
-2618.669678,535.475159,-0.020673259295874675
-2617.757324,534.598083,-0.027362948076517252
-2618.331543,535.532471,-0.023503696105972322
