x,y,thetha
-2391.421631,543.54303,3.12279054342858
-2391.434082,543.512634,3.122732069555028
-2391.433838,543.513184,3.1226626051823003
-2392.174561,547.192383,3.1334391730500544
-2389.866455,549.133362,3.127509532119649
-2388.62793,547.881531,3.1202027984708156
-2387.251221,546.239014,3.1200598614862645
-2392.43335,551.136169,3.1196993200031455
-2446.816406,576.493347,3.1125286914322596
-2516.36792,582.101868,3.1115879212197797
-2560.303223,575.778931,3.1116446618799696
-2593.556396,563.532898,3.0983123401653927
-2596.715576,569.28656,3.1061026427747054
-2598.845703,574.821289,3.1052516599896833
-2594.869629,566.416443,3.1005369408109544
-2597.522949,573.490295,3.1043450462622273
-2596.251709,571.36377,3.1074321755204948
-2596.005127,570.753723,3.1054028577242896
-2596.145508,570.735413,3.1070242859047945
-2596.11377,570.759827,3.1062945046971957
