x,y,thetha
-2391.601318,543.633545,3.125484097632915
-2391.701172,542.953308,3.1252224830214104
-2391.73291,542.842712,3.125153222625118
-2391.773438,542.902588,3.125070888515191
-2392.179199,547.068604,3.134679925338433
-2389.798096,548.057434,3.1243502853964364
-2387.493652,545.622375,3.122357326036082
-2387.655762,545.67334,3.1225909286312317
-2386.294922,567.635864,3.1238894851403356
-2383.654297,602.358459,3.119957257663808
-2382.080566,631.263672,3.1201941762417698
-2381.028076,656.120361,3.11359872558545
-2381.214844,666.479614,3.1190619828337436
-2381.610107,672.050781,3.1171670775033236
-2381.997314,683.549377,3.131690135523429
-2381.754395,682.712036,3.129461375862224
-2379.241699,679.656494,3.111817962503723
-2382.871826,681.819397,3.125186618304114
-2382.231201,680.736816,3.128515682232089
-2382.145996,680.769653,3.129860103025327
