x,y,thetha
-2442.475098,534.892151,-0.012282145506961687
-2442.469727,534.889709,-0.012734944267944411
-2442.457275,534.89209,-0.011715818922075707
-2442.448486,534.891541,-0.01154083770428152
-2442.452637,534.89032,-0.011370056800303415
-2442.387939,535.129333,-0.013860795278538663
-2440.777588,540.42865,-0.02404622205994692
-2439.258057,542.63385,-0.015713969425670042
-2437.796143,542.89679,-0.00534901237659451
-2437.758057,544.197327,-0.004831753249262137
-2435.150146,581.472717,0.0052317633493903296
-2433.297852,609.879639,-0.0002529956712402434
-2431.969482,635.471802,-0.002402339276977225
-2431.071045,657.065063,-0.0006816277959619058
-2431.553467,664.453064,-0.00854658629513594
-2432.22998,667.817383,-0.011762285224171255
-2433.350098,670.186035,-0.012203631601846808
-2433.638184,670.697327,-0.01215931951146471
-2433.657715,670.7229,-0.013254822530536578
-2433.839355,670.797791,-0.01272187106655809
