x,y,thetha
-2442.475586,533.969421,-0.008881273549019868
-2442.469971,534.269226,-0.009296858498169351
-2442.488281,534.260559,-0.009149523982467883
-2442.496582,534.265808,-0.00863678460433203
-2442.353516,534.624146,-0.012544693245504595
-2440.785156,540.07135,-0.02283811988950037
-2439.111816,542.095459,-0.014773389041456884
-2437.684326,542.403625,-0.0035657620031657993
-2437.591309,545.118835,-0.0031160764417997424
-2435.008789,585.655457,0.005300371463665585
-2433.230713,613.00061,0.002018969679392434
-2431.966797,638.458191,-0.00041871938213744486
-2431.208252,658.18689,0.0006932219354331986
-2431.834229,666.052734,-0.005713851701720532
-2432.531494,667.836731,-0.016090908823545268
-2432.635254,668.773926,-0.017573079931838802
-2432.885742,669.162964,-0.014907749585670926
-2433.029785,669.404358,-0.012798333985038969
-2433.375,669.55957,-0.023453981501099657
-2434.64209,670.537598,-0.027409203628807822
