x,y,thetha
-2426.761963,524.850891,-0.009426008176364126
-2427.276611,525.512939,-0.00532454147886415
-2427.273682,525.404358,-0.010213190961992318
-2427.515869,525.266357,-0.009330280284284035
-2427.711182,525.247925,-0.008756023515483782
-2427.456543,528.465759,0.0048966432598942225
-2425.559082,530.875061,-0.003714161132079255
-2424.398682,530.419373,-0.0292520910514856
-2423.436768,529.532593,-0.04762617210943221
-2423.339111,529.919434,-0.04952814160980053
-2403.098389,558.562195,-0.0601492823657751
-2369.098389,581.48114,-0.07734185644300609
-2328.604736,596.826477,-0.07952022149117828
-2288.217285,602.581848,-0.08704613990213061
-2261.717529,600.58728,-0.06602230380261932
-2235.452148,593.422546,-0.010348518722280684
-2233.722412,594.177124,-0.006365480762188856
-2233.627686,594.531494,-0.003149074293391947
-2233.967529,595.14801,0.00848298657709253
-2234.20874,594.931458,0.008126009084995165
