l_x,l_y,l_yaw,s_x,s_y,s_yaw,r_x,r_y,r_yaw
-2235.512695,595.702698,64.37822460506854,-2418.100586,659.687378,39.31643015690057,-2617.90332,535.711731,9.964377017493511
-2234.176758,594.96283,60.42776060908232,-2417.995117,660.025574,40.46192993468074,-2598.550293,693.393066,23.780577859070277
-2234.978271,595.769348,64.77963012366685,-2418.205566,659.392822,40.269595307233395,-2618.104004,535.55188,8.628045755100711
-2235.00708,594.366028,62.88950429482863,-2418.011475,659.047852,39.56933252034179,-2617.662354,535.537292,9.160318791076222
-2234.266846,595.256226,61.09300034268835,-2417.974365,659.747009,40.46608709625421,-2618.001465,535.268677,8.900587202290087
-2234.489746,595.356384,63.92929702380474,-2417.791748,659.86554,39.43485611008598,-2617.936279,535.319641,8.368959394734986
-2233.941406,603.203491,60.58723289620695,-2418.013184,659.915039,39.5847687095143,-2617.580811,535.842651,10.209241684720235
-2233.94873,595.41626,63.06620529258185,-2418.030518,659.832581,38.815233271517464,-2617.72998,535.264221,7.931542788886399
-2234.762451,594.974976,63.695147390633416,-2418.054932,659.552002,38.925977733715825,-2617.756348,534.969666,8.54982123471572
-2225.644531,771.854614,71.58389531554731,-2417.929199,659.280151,39.83287418291179,-2618.063477,535.806458,10.018183037656804
-2234.742188,595.196228,63.943553695982345,-2418.116699,659.850525,39.26284342828763,-2617.891846,535.027222,8.390500237295601
-2235.247314,595.827881,63.892036204487916,-2418.130371,660.15686,39.4052522904708,-2617.714844,536.160767,9.85605678903639
-2234.517334,594.889282,63.05297810167039,-2418.348633,659.902893,38.71975206850346,-2618.161377,536.490967,10.939375070117583
-2233.978027,595.324219,62.68215764862881,-2418.04248,659.706421,39.20538207558479,-2617.600586,534.894348,7.715486788018062
-2235.167969,596.068054,64.7737357685068,-2418.221436,659.702271,40.423169389228285,-2617.910645,535.034973,7.679410959810229
-2234.766602,594.773682,63.59181489090816,-2417.973877,659.251038,39.47301425341779,-2617.935059,535.034485,8.255098920717279
-2234.420654,594.166626,59.18701050384807,-2417.566895,660.360413,40.081842891521895,-2618.469971,536.063293,10.413055196251014
-2234.524902,595.123779,62.21208742486419,-2417.767334,659.636169,40.348785795784124,-2618.437988,536.122681,8.759211123667193
-2234.180908,595.367065,62.08335622209015,-2418.090332,660.002258,38.517670901436574,-2617.766357,535.215149,7.809912717125718
-2234.128906,595.605042,62.85429870292759,-2418.124512,659.931396,39.50813529094566,-2618.298584,535.443726,8.63119434560314
-2234.529053,594.63562,60.926856298992746,-2417.832275,659.077881,39.464959012856916,-2617.679932,535.057861,8.000586042374938
-2234.165771,594.912964,60.5203208264612,-2417.707275,657.955322,38.64353112787691,-2617.541016,535.450989,7.831118140094017
-2234.455811,594.77948,59.70289754175546,-2418.018799,659.73175,38.971232896184254,-2619.823242,537.274963,13.943663912877579
-2234.893311,595.893799,64.39218093839297,-2418.13916,659.882385,39.21231665922721,-2618.087158,535.840393,9.961091942572533
-2235.026367,595.098999,62.619824110486476,-2418.264648,659.400146,39.15709130848018,-2618.150879,535.792297,8.68563320301057
