x,y,thetha
-2427.240723,524.509399,-0.0053210547334656905
-2427.519775,524.569153,-0.007202114212020306
-2427.526855,524.477173,-0.005177834499504338
-2427.676758,524.422729,-0.0048167930417005594
-2427.739502,524.371582,-0.0046548622354355826
-2427.374512,527.225769,0.0057238642503722745
-2425.520996,529.626465,-0.013648022903992212
-2423.503662,528.699341,-0.04377411730470264
-2423.445557,528.67572,-0.04365539874758837
-2423.222168,532.173096,-0.0511376823890375
-2420.67627,568.962036,-0.07137716358464434
-2419.054688,594.535339,-0.0635346812922658
-2417.729736,617.553406,-0.060486813689132134
-2416.995361,638.491394,-0.06107235431836165
-2417.445801,646.36969,-0.04159906577779811
-2417.660889,654.437012,-0.039660558998419936
-2417.260254,661.308838,-0.002053520749039049
-2418.723877,658.753662,-0.00808239262275128
-2418.144043,659.42218,-0.005134628879245693
-2418.145264,659.367859,-0.005463568708117197
